timestamp,price,session_low,session_high,vwap,rsi,atr_pct,avg_volume,vol_spike,pct_from_low,pct_from_high
2026-02-17T09:10:26.174760,169.75,165.0,171.0,165.54469872740168,31.707719053872296,0.20828808881397276,145134.1,0.6884322843494396,2.878787878787879,0.7309941520467835
