timestamp,price,session_low,session_high,vwap,rsi,atr_pct,avg_volume,vol_spike,pct_from_low,pct_from_high
2026-02-17T09:10:26.174760,1396.800048828125,1367.9000244140625,1431.0,1378.2932996414647,32.06530753053411,0.32114368952213124,253455.75,1.30686717503943,2.112729285639261,2.389933694750175
