timestamp,price,session_low,session_high,vwap,rsi,atr_pct,avg_volume,vol_spike,pct_from_low,pct_from_high
2026-02-17T09:10:26.174760,217.66000366210938,216.61000061035156,235.97000122070312,214.02379675515573,42.105251081307436,0.4381010560413424,448137.25,0.1952727652075341,0.4847435708412227,7.759459873659271
