timestamp,price,session_low,session_high,vwap,rsi,atr_pct,avg_volume,vol_spike,pct_from_low,pct_from_high
2026-02-17T09:10:26.174760,421.5,420.6000061035156,428.20001220703125,425.77789030301807,31.18277099973092,0.2584297401261439,74915.8,0.4807664070863556,0.21397857428058945,1.5646922036498794
