timestamp,price,session_low,session_high,vwap,rsi,atr_pct,avg_volume,vol_spike,pct_from_low,pct_from_high
2026-02-17T09:10:26.174760,63.349998474121094,61.95000076293945,64.33000183105469,62.545762298421906,54.263451273786465,0.2694770343691974,155058.25,1.0374681772817635,2.2598832831962867,1.5234001694999277
