timestamp,price,session_low,session_high,vwap,rsi,atr_pct,avg_volume,vol_spike,pct_from_low,pct_from_high
2026-02-17T09:10:26.174760,38.029998779296875,37.25,38.77000045776367,37.60461187041936,34.545252776063094,0.22914335948323364,63939.15,0.6580006146468947,2.093956454488255,1.9086965946078855
